Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
PQ798064.1,Influenza A virus,GenBank,GCA_046438145.1,SRR31347621,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727530,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-001-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ798065.1,Influenza A virus,GenBank,GCA_046438145.1,SRR31347621,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727530,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ798066.1,Influenza A virus,GenBank,GCA_046438145.1,SRR31347621,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727530,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-001-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ798067.1,Influenza A virus,GenBank,GCA_046438145.1,SRR31347621,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727530,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-001-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ798068.1,Influenza A virus,GenBank,GCA_046438145.1,SRR31347621,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727530,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-001-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ798069.1,Influenza A virus,GenBank,GCA_046438145.1,SRR31347621,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727530,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-001-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ798070.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ798071.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PQ798072.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ798073.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ798074.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ798075.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ798076.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ798077.1,Influenza A virus,GenBank,GCA_046436945.1,SRR31347620,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-23,24-032167-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: OR,USA,OR,Anatidae,feces,2024-10-28,SAMN44727531,PRJNA980729,"Influenza A virus (A/goose/OR/24-032167-002-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ687460.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ687461.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PQ687462.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ687463.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ687464.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ687465.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ687466.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ687467.1,Influenza A virus,GenBank,GCA_046435755.1,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,24-031264-004-combined,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: OR,USA,OR,Sus scrofa,oronasopharynx,2024-10-22,SAMN44493042,PRJNA980729,"Influenza A virus (A/pig/OR/24-031264-004-combined/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ685810.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., Sheffield,S., Liddell,J., Frederick,J.C., Di,H., Radford,K., De La Cruz,J., Keong,L., Lacek,K.A., Shu,B., Schatzman,S., Nguyen,H., Sutton,M., Grenza,L., Tsaknaridis,L., Makris,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-12-05,EPI_ISL_19590705,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),905,partial,H5,4,,USA: Oregon,USA,OR,Homo sapiens,,2024-11-05,,PRJNA1095491,"Influenza A virus (A/Oregon/255/2024(H5)) segment 4 hemagglutinin (HA) gene, partial cds"
PQ663854.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ663855.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PQ663856.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ663857.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ663858.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ663859.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ663860.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ663861.1,Influenza A virus,GenBank,GCA_046434885.1,SRR31167906,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493023,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-001-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ663862.1,Influenza A virus,GenBank,GCA_046435535.1,SRR31167905,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-02,24-030328-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: WA,USA,WA,Numididae sp.,oronasopharynx,2024-10-15,SAMN44493024,PRJNA980729,"Influenza A virus (A/Guineafowl/WA/24-030328-002-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
